label	sentence	source	category
0	Une association qui aide les-z-handicapés.	https://www.academie-francaise.fr/le-handicap-ou-lhandicap	Emplois fautis
1	Sa hernie avait été opérée avec succès.	https://www.academie-francaise.fr/lhernie-ou-la-hernie	Emplois fautis
1	Il est urgent de réduire la hernie.	https://www.academie-francaise.fr/lhernie-ou-la-hernie	Emplois fautis
0	Son hernie avait été opérée avec succès.	https://www.academie-francaise.fr/lhernie-ou-la-hernie	Emplois fautis
0	Il est urgent de réduire l’hernie.	https://www.academie-francaise.fr/lhernie-ou-la-hernie	Emplois fautis
1	Il est comme son père l’était au même âge.	https://www.academie-francaise.fr/je-vous-demande-tel-que-la-loi-vous-y-oblige	Emplois fautis
1	Il est tel que son père l’était au même âge.	https://www.academie-francaise.fr/je-vous-demande-tel-que-la-loi-vous-y-oblige	Emplois fautis
1	Je vous demande de me dire, comme la loi vous y oblige.	https://www.academie-francaise.fr/je-vous-demande-tel-que-la-loi-vous-y-oblige	Emplois fautis
0	Je vous demande de me dire, tel que la loi vous y oblige.	https://www.academie-francaise.fr/je-vous-demande-tel-que-la-loi-vous-y-oblige	Emplois fautis
1	Les apartés sont fréquents dans le vaudeville.	https://www.academie-francaise.fr/une-aparte-pour-un-aparte	Emplois fautis
1	Il eut un bref aparté avec son collègue.	https://www.academie-francaise.fr/une-aparte-pour-un-aparte	Emplois fautis
0	Les apartés sont fréquentes dans le vaudeville.	https://www.academie-francaise.fr/une-aparte-pour-un-aparte	Emplois fautis
0	Il eut une brève aparté avec son collègue.	https://www.academie-francaise.fr/une-aparte-pour-un-aparte	Emplois fautis
1	Un silence gênant, embarrassant.	https://www.academie-francaise.fr/malaisant	Emplois fautis
1	Cet homme met tout le monde mal à l’aise.	https://www.academie-francaise.fr/malaisant	Emplois fautis
0	Un silence malaisant.	https://www.academie-francaise.fr/malaisant	Emplois fautis
0	Cet homme est très malaisant.	https://www.academie-francaise.fr/malaisant	Emplois fautis
1	Les chaussées sont glissantes.	https://www.academie-francaise.fr/les-conditions-sont-glissantes	Emplois fautis
1	Les conditions sont glissantes.	https://www.academie-francaise.fr/les-conditions-sont-glissantes	Emplois fautis
1	Garder le contact et sur la base de l’amitié.	https://www.academie-francaise.fr/omission-de-larticle-exemples-de-garder-contact-et-sur-base-de	Emplois fautis
0	Garder contact et sur base de l’amitié.	https://www.academie-francaise.fr/omission-de-larticle-exemples-de-garder-contact-et-sur-base-de	Emplois fautis
1	On s’est téléphoné.	https://www.academie-francaise.fr/sest-eu-au-telephone	Emplois fautis
1	Je l’ai eu au téléphone.	https://www.academie-francaise.fr/sest-eu-au-telephone	Emplois fautis
0	On s’est eu au téléphone.	https://www.academie-francaise.fr/sest-eu-au-telephone	Emplois fautis
1	Ils sont rentrés sans qu’on les voie.	https://www.academie-francaise.fr/sans-quon-le-voit-pour-sans-quon-le-voie	Emplois fautis
1	La buse, qu’on voit planer immobile.	https://www.academie-francaise.fr/sans-quon-le-voit-pour-sans-quon-le-voie	Emplois fautis
1	Il faudrait qu’il voie vite un médecin.	https://www.academie-francaise.fr/sans-quon-le-voit-pour-sans-quon-le-voie	Emplois fautis
0	Ils sont rentrés sans qu’on les voit.	https://www.academie-francaise.fr/sans-quon-le-voit-pour-sans-quon-le-voie	Emplois fautis
0	La buse, qu’on voie planer immobile.	https://www.academie-francaise.fr/sans-quon-le-voit-pour-sans-quon-le-voie	Emplois fautis
0	Il faudrait qu’il voit vite un médecin.	https://www.academie-francaise.fr/sans-quon-le-voit-pour-sans-quon-le-voie	Emplois fautis
1	Quand-t-il viendra.	https://www.academie-francaise.fr/absence-de-liaison-apres-quand	Emplois fautis
1	Quand-t-on est partis.	https://www.academie-francaise.fr/absence-de-liaison-apres-quand	Emplois fautis
0	Quand il viendra.	https://www.academie-francaise.fr/absence-de-liaison-apres-quand	Emplois fautis
0	Quand on est partis.	https://www.academie-francaise.fr/absence-de-liaison-apres-quand	Emplois fautis
1	Des fruits trop surs, des pommes sures.	https://www.academie-francaise.fr/sure-ou-sure	Emplois fautis
1	Elle est sûre de ce qu’elle avance.	https://www.academie-francaise.fr/sure-ou-sure	Emplois fautis
1	Il a quelques amis très sûrs.	https://www.academie-francaise.fr/sure-ou-sure	Emplois fautis
0	Des fruits trop sûrs, des pommes sûres.	https://www.academie-francaise.fr/sure-ou-sure	Emplois fautis
0	Elle est sure de ce qu’elle avance.	https://www.academie-francaise.fr/sure-ou-sure	Emplois fautis
0	Il a quelques amis très surs.	https://www.academie-francaise.fr/sure-ou-sure	Emplois fautis
1	Le harcèlement est puni par la loi.	https://www.academie-francaise.fr/ils-le-harcelent-ou-ils-lharcelent	Emplois fautis
0	L’harcèlement est puni par la loi.	https://www.academie-francaise.fr/ils-le-harcelent-ou-ils-lharcelent	Emplois fautis
1	Elle s’est forgé un corps d’athlète.	https://www.academie-francaise.fr/elle-sest-forge-un-corps-dathlete	Emplois fautis
1	Elle s’est construit une maison.	https://www.academie-francaise.fr/elle-sest-forge-un-corps-dathlete	Emplois fautis
1	Les idées qu’il s’est forgées.	https://www.academie-francaise.fr/elle-sest-forge-un-corps-dathlete	Emplois fautis
1	Les idées qu’il a forgées pour lui.	https://www.academie-francaise.fr/elle-sest-forge-un-corps-dathlete	Emplois fautis
1	Cette théorie s’est forgée peu à peu.	https://www.academie-francaise.fr/elle-sest-forge-un-corps-dathlete	Emplois fautis
1	Cette maison s’est construite en huit mois.	https://www.academie-francaise.fr/elle-sest-forge-un-corps-dathlete	Emplois fautis
1	On a forgé cette théorie peu à peu.	https://www.academie-francaise.fr/elle-sest-forge-un-corps-dathlete	Emplois fautis
1	Deux longues colonnes d’hiéroglyphes.	https://www.academie-francaise.fr/le-hieroglyphe-pour-lhieroglyphe	Emplois fautis
0	Deux longues colonnes de hiéroglyphes.	https://www.academie-francaise.fr/le-hieroglyphe-pour-lhieroglyphe	Emplois fautis
1	Je pense qu’on a fait un bon match.	https://www.academie-francaise.fr/omission-de-la-conjonction-que	Emplois fautis
1	Je trouve que c’est dur quand même.	https://www.academie-francaise.fr/omission-de-la-conjonction-que	Emplois fautis
1	Tu crois que le professeur viendra ?	https://www.academie-francaise.fr/omission-de-la-conjonction-que	Emplois fautis
0	Je pense on a fait un bon match.	https://www.academie-francaise.fr/omission-de-la-conjonction-que	Emplois fautis
0	Je trouve c’est dur quand même.	https://www.academie-francaise.fr/omission-de-la-conjonction-que	Emplois fautis
0	Tu crois le professeur viendra ?	https://www.academie-francaise.fr/omission-de-la-conjonction-que	Emplois fautis
1	Il pleut, je vais rester ici.	https://www.academie-francaise.fr/omission-de-la-conjonction-que	Emplois fautis
1	Il prendrait un risque s’il dissolvait l’Assemblée.	https://www.academie-francaise.fr/sil-dissoudait	Emplois fautis
1	Il faut que tu résolves ce problème.	https://www.academie-francaise.fr/sil-dissoudait	Emplois fautis
1	L’acide dissoudra cette pierre.	https://www.academie-francaise.fr/sil-dissoudait	Emplois fautis
0	Il prendrait un risque s’il dissoudait l’Assemblée.	https://www.academie-francaise.fr/sil-dissoudait	Emplois fautis
0	Il faut que tu résoudes ce problème.	https://www.academie-francaise.fr/sil-dissoudait	Emplois fautis
0	L’acide dissolvera cette pierre.	https://www.academie-francaise.fr/sil-dissoudait	Emplois fautis
1	Les enfants légitimés du roi.	https://www.academie-francaise.fr/legitimiser	Emplois fautis
1	Rien ne pourra légitimer son geste.	https://www.academie-francaise.fr/legitimiser	Emplois fautis
0	Les enfants légitimisés du roi.	https://www.academie-francaise.fr/legitimiser	Emplois fautis
0	Rien ne pourra légitimiser son geste.	https://www.academie-francaise.fr/legitimiser	Emplois fautis
1	C’est au pied du mur que l’on voit le maçon.	https://www.academie-francaise.fr/au-pied-ou-aux-pieds	Emplois fautis
1	Vercingétorix déposa ses armes aux pieds de César.	https://www.academie-francaise.fr/au-pied-ou-aux-pieds	Emplois fautis
1	Le chien dormait aux pieds de son maître.	https://www.academie-francaise.fr/au-pied-ou-aux-pieds	Emplois fautis
1	Elle est venue à pied.	https://www.academie-francaise.fr/au-pied-ou-aux-pieds	Emplois fautis
0	C’est au pieds du mur que l’on voit le maçon.	https://www.academie-francaise.fr/au-pied-ou-aux-pieds	Emplois fautis
0	Vercingétorix déposa ses armes au pied de César.	https://www.academie-francaise.fr/au-pied-ou-aux-pieds	Emplois fautis
0	Le chien dormait au pied de son maître.	https://www.academie-francaise.fr/au-pied-ou-aux-pieds	Emplois fautis
0	Elle est venue à pieds.	https://www.academie-francaise.fr/au-pied-ou-aux-pieds	Emplois fautis
1	Vous vous êtes fait d’inutiles frayeurs.	https://www.academie-francaise.fr/lidee-que-michel-sest-fait-ou-lidee-que-michel-sest-faite	Emplois fautis
1	Une remise de cent euros, de dix pour cent.	https://www.academie-francaise.fr/une-remise-de-moins-10	Emplois fautis
0	Une remise de moins cent euros, de moins dix pour cent.	https://www.academie-francaise.fr/une-remise-de-moins-10	Emplois fautis
1	Elle est grande et belle.	https://www.academie-francaise.fr/diable-dhomme-chienne-de-vie	Emplois fautis
1	Il est bûcheron.	https://www.academie-francaise.fr/diable-dhomme-chienne-de-vie	Emplois fautis
1	Les rois fainéants.	https://www.academie-francaise.fr/faineant-prononce-fai-gnan	Emplois fautis
1	Il est fainéant comme une couleuvre.	https://www.academie-francaise.fr/faineant-prononce-fai-gnan	Emplois fautis
0	Les rois faignants.	https://www.academie-francaise.fr/faineant-prononce-fai-gnan	Emplois fautis
0	Il est faignant, feignant comme une couleuvre.	https://www.academie-francaise.fr/faineant-prononce-fai-gnan	Emplois fautis
1	Une réunion de boulangers, charcutiers et autres artisans de bouche.	https://www.academie-francaise.fr/et-autres	Emplois fautis
1	Des pommes, des poires, des prunes et autres fruits.	https://www.academie-francaise.fr/et-autres	Emplois fautis
0	Une réunion de boulangers, charcutiers et autres poissonniers.	https://www.academie-francaise.fr/et-autres	Emplois fautis
0	Des pommes, des poires, des prunes et autres.	https://www.academie-francaise.fr/et-autres	Emplois fautis
1	En réalité, en vérité, en fait, je n’ai pas grand-chose à lui reprocher.	https://www.academie-francaise.fr/en-vrai-pour-en-realite	Emplois fautis
1	À dire vrai, il s’entend plutôt mal avec son père.	https://www.academie-francaise.fr/en-vrai-pour-en-realite	Emplois fautis
1	Cet exercice n’est pas très difficile, au fond, à bien y regarder.	https://www.academie-francaise.fr/en-vrai-pour-en-realite	Emplois fautis
0	En vrai, je ne n’ai pas grand-chose à lui reprocher.	https://www.academie-francaise.fr/en-vrai-pour-en-realite	Emplois fautis
0	En vrai, il s’entend plutôt mal avec son père.	https://www.academie-francaise.fr/en-vrai-pour-en-realite	Emplois fautis
0	Cet exercice n’est pas très difficile, en vrai.	https://www.academie-francaise.fr/en-vrai-pour-en-realite	Emplois fautis
1	Parcourir la ville de long en large.	https://www.academie-francaise.fr/en-vrai-pour-en-realite	Emplois fautis
1	Auriez-vous ce modèle en bleu ?	https://www.academie-francaise.fr/en-vrai-pour-en-realite	Emplois fautis
1	Elles sont parties en dernier, les dernières.	https://www.academie-francaise.fr/en-premier-ou-en-premiere	Emplois fautis
1	Ils ont terminé premiers, en premier.	https://www.academie-francaise.fr/en-premier-ou-en-premiere	Emplois fautis
0	Elles sont parties en dernières.	https://www.academie-francaise.fr/en-premier-ou-en-premiere	Emplois fautis
0	Ils ont terminé en premiers.	https://www.academie-francaise.fr/en-premier-ou-en-premiere	Emplois fautis
0	Elle est arrivée en première.	https://www.academie-francaise.fr/en-premier-ou-en-premiere	Emplois fautis
1	Elle est arrivée en premier.	https://www.academie-francaise.fr/en-premier-ou-en-premiere	Emplois fautis
1	Elle est arrivée première.	https://www.academie-francaise.fr/en-premier-ou-en-premiere	Emplois fautis
1	Elle est arrivée la première.	https://www.academie-francaise.fr/en-premier-ou-en-premiere	Emplois fautis
1	Ils bouillent d’impatience en attendant les résultats.	https://www.academie-francaise.fr/attendez-que-leau-bout-ou-boue	Emplois fautis
1	Servez le café avant qu’il ne bouille.	https://www.academie-francaise.fr/attendez-que-leau-bout-ou-boue	Emplois fautis
0	Ils bouent d’impatience en attendant les résultats.	https://www.academie-francaise.fr/attendez-que-leau-bout-ou-boue	Emplois fautis
0	Servez le café avant qu’il ne bout, qu’il ne boue.	https://www.academie-francaise.fr/attendez-que-leau-bout-ou-boue	Emplois fautis
1	Sa maison est à deux kilomètres du village.	https://www.academie-francaise.fr/deux-kilometres-ou-dans-deux-kilometres	Emplois fautis
1	Dans deux kilomètres vous arriverez au village.	https://www.academie-francaise.fr/deux-kilometres-ou-dans-deux-kilometres	Emplois fautis
0	Il habite à vingt minutes du village.	https://www.academie-francaise.fr/deux-kilometres-ou-dans-deux-kilometres	Emplois fautis
1	Dans vingt minutes, vous serez au village.	https://www.academie-francaise.fr/deux-kilometres-ou-dans-deux-kilometres	Emplois fautis
1	C’est ce qu’on pourra jamais dire de plus convaincant.	https://www.academie-francaise.fr/cest-le-plus-bel-exploit-quil-nait-jamais-realise	Emplois fautis
1	Voilà le plus abouti des romans qu’il ait jamais écrits.	https://www.academie-francaise.fr/cest-le-plus-bel-exploit-quil-nait-jamais-realise	Emplois fautis
0	C’est ce qu’on ne pourra jamais dire de plus convaincant.	https://www.academie-francaise.fr/cest-le-plus-bel-exploit-quil-nait-jamais-realise	Emplois fautis
0	Voilà le plus abouti des romans qu’il n’ait jamais écrits.	https://www.academie-francaise.fr/cest-le-plus-bel-exploit-quil-nait-jamais-realise	Emplois fautis
0	C’est le plus bel exploit qu’il n’ait jamais réalisé.	https://www.academie-francaise.fr/cest-le-plus-bel-exploit-quil-nait-jamais-realise	Emplois fautis
1	C’est le plus bel exploit qu’il ait jamais réalisé.	https://www.academie-francaise.fr/cest-le-plus-bel-exploit-quil-nait-jamais-realise	Emplois fautis
1	Sa trop grande émotivité est son talon d’Achille.	https://www.academie-francaise.fr/tendon-dachille-pour-talon-dachille	Emplois fautis
1	Ce sprinteur a été victime d’une rupture du tendon d’Achille.	https://www.academie-francaise.fr/tendon-dachille-pour-talon-dachille	Emplois fautis
0	Sa trop grande émotivité est son tendon d’Achille.	https://www.academie-francaise.fr/tendon-dachille-pour-talon-dachille	Emplois fautis
0	Ce sprinteur a été victime d’une rupture du talon d’Achille.	https://www.academie-francaise.fr/tendon-dachille-pour-talon-dachille	Emplois fautis
1	Une telle réponse, ça dit bien ce que ça veut dire.	https://www.academie-francaise.fr/ca-veut-bien-dire-ce-que-ca-veut-dire-pour-ca-dit-bien-ce-que-ca-veut-dire	Emplois fautis
1	Cette attitude, ça dit bien ce que ça veut dire.	https://www.academie-francaise.fr/ca-veut-bien-dire-ce-que-ca-veut-dire-pour-ca-dit-bien-ce-que-ca-veut-dire	Emplois fautis
0	Une telle réponse, ça veut bien dire ce que ça veut dire.	https://www.academie-francaise.fr/ca-veut-bien-dire-ce-que-ca-veut-dire-pour-ca-dit-bien-ce-que-ca-veut-dire	Emplois fautis
0	Cette attitude, ça veut bien dire ce que ça veut dire.	https://www.academie-francaise.fr/ca-veut-bien-dire-ce-que-ca-veut-dire-pour-ca-dit-bien-ce-que-ca-veut-dire	Emplois fautis
1	Ça dit bien ce que ça veut dire.	https://www.academie-francaise.fr/ca-veut-bien-dire-ce-que-ca-veut-dire-pour-ca-dit-bien-ce-que-ca-veut-dire	Emplois fautis
0	Ça veut bien dire ce que ça veut dire.	https://www.academie-francaise.fr/ca-veut-bien-dire-ce-que-ca-veut-dire-pour-ca-dit-bien-ce-que-ca-veut-dire	Emplois fautis
1	Au début, il ne voulait pas y croire.	https://www.academie-francaise.fr/de-base	Emplois fautis
1	Il a d’abord travaillé comme serveur.	https://www.academie-francaise.fr/de-base	Emplois fautis
0	De base, il ne voulait pas y croire.	https://www.academie-francaise.fr/de-base	Emplois fautis
0	De base, il était serveur.	https://www.academie-francaise.fr/de-base	Emplois fautis
1	Un ouvrage de base.	https://www.academie-francaise.fr/de-base	Emplois fautis
1	Acquérir le vocabulaire de base.	https://www.academie-francaise.fr/de-base	Emplois fautis
0	D’habitude il vient toujours en voiture.	https://www.academie-francaise.fr/dhabitude-il-vient-toujours	Emplois fautis
1	Il vient toujours le lundi, d’habitude en fin de matinée.	https://www.academie-francaise.fr/dhabitude-il-vient-toujours	Emplois fautis
1	Elle prend toujours son café avec du sucre, d’habitude trois morceaux.	https://www.academie-francaise.fr/dhabitude-il-vient-toujours	Emplois fautis
1	C’est ma chanson favorite.	https://www.academie-francaise.fr/favorie-pour-favorite	Emplois fautis
1	Une pomme pourrie.	https://www.academie-francaise.fr/favorie-pour-favorite	Emplois fautis
0	C’est ma chanson favorie.	https://www.academie-francaise.fr/favorie-pour-favorite	Emplois fautis
0	Une pomme pourrite.	https://www.academie-francaise.fr/favorie-pour-favorite	Emplois fautis
1	Ce centre a reçu cinquante et un mille doses de vaccin.	https://www.academie-francaise.fr/cinquante-et-une-mille-doses-pour-cinquante-et-un-mille-doses	Emplois fautis
