sentence	label
Tagore liked many styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada.	67.2
It was released in the game boy remake of donkey Kong	12.0
These provide habitat hog deer, and blue bull.	50.73333333
Development stable releases are rare, but there are often subversion snapshots which are stable enough to use.	96.93333333333334
49 species of pipefish and nine species of seahorse has been made.	57.8
As a result, while many mosques will not meet the breach, both men and women when go to a mosque must meet these guidelines.	55.86666667
Geography The town is located in the Limmat valley between Baden and Zürich.	66.66666667
Chauvin was embarrassed to receive his award. He may not accept it.	79.2
In 2005, with became the first American woman to do a triple Axel jump in the national football competition.	39.0
In return, Rollo swore fealty to Charles, converted to Christianity, and set out to defend the north of France from the raids of other Viking groups.	87.86666667
In December, 1967, Ten Boom was one of the Righteous Among the Nations by the State of Israel.	77.93333333
It goes on as the Swiss Bohemian in the Czech Republic.	67.26666667
Shortly after becoming a category 4, the outer convection of the hurricane became ragged.	84.92857142857143
The strings can vibrate in a guitar string vibrating differently to make different notes, and different particles: electron, photon, gluon, etc..	28.73333333
They are as tough as insect skeletons.	68.3125
In April 2000, Minix became free/ open source software. in April 2000, Minix became free source software under a permissive free software licence, but by this time other operating systems.	36.53333333333333
The female is called a daughter.	87.46666667
A bastion on the Eastern approaches was made later.	75.66666666666667
Railway Gazette International, a monthly business Journal covers the railway, Metro, light rail, and Tram Industries worldwide.	78.73333333333333
Hurricane Mitch caused extreme damage in the upper Florida Keys, as a storm surge of about 18 to 20 feet affected the region.	87.66666667
"Furthermore, she appeared in several music videos, including ""It Girl"" and ""just by John Oates Lose It"" by Eminem."	66.93333333
According to the non-profit organization Iran Human Rights, as of 19 November 2022, at least 378 people including 43 minors under 18 years of age have been killed as a result of the government's intervention in the protests, involving tear gas and gunfire, making the protests the deadliest since the 2019-2020 protests that resulted in more than 1,500 deaths.	86.66666666666667
Acanthopholis's armour is made up of oval plates set almost horizontally into the skin, with spikes protruding from the neck and shoulder area, along the spine.	86.4
You will receive a fine of $400 for the fraud or $100 for each count. You will also be under supervised release for three years after the prison term.	89.66666666666667
Together they formed the New Music Manchester group committed to.	47.66666667
Jeanne Marie-Madeleine Demessieux was a French musician born in 1921 and died in 1968. she had multiple musical talents.	98.33333333333333
Boldly, she promised never to give up the commune, and challenged the judges to give her the death penalty.	98.06896551724138
Dextromethorphan appears as a white powder in its natural form.	74.23529411764706
Tickets can be sold for national rail, the docklands railway, or on oyster card.	73.53333333333333
The pad called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat.	78.13333333333334
It comes from voice of America (VOA) special English.	68.05882352941177
"She also acted in several music videos, including ""it girl"" by John Oates and ""Just Lose It"" by Eminem."	90.6
The fermions were discovered by physicists Murray Gell-Mann and George Zweig in 1964.	95.4
Jeanne Demessieux (born Paris, 13 February 1921; died Paris, 11 November 1968), was a French organist and composer.	93.94117647058823
The sat is a test that allows for people to get accepted into college.	91.33333333333333
His second term has been marked by the COVID-19 pandemic and by tremendous political instability given the corrupt governments he has endorsed after the 2020 legislative elections, in their composition being also his closest political allies, the social democrats, which he has endorsed at governance even more than Ion Iliescu.	100.0
On November 3rd, 2022, the British Foreign Secretary said the UK and Mauritius were discussing granting independence over the British Indian Ocean Territory. 	100.0
He was told that he was sick with cancer in April 1999.	92.06666667
Chauvin was embarrassed to get his award and then shown that he may not accept it.	68.53333333
A Wikipedia gadget is a computer Snip that can be turned on by checking an option in Wikipedia.	27.5
Railway Gazette International is a monthly business journal. It is made up of the railway, metro, light rail and tram industries.	84.86666667
Both names became obsolete in 2007 when they were merged into the National museum of Scotland.	90.55
Shade sets the main plot of the novel in motion when he impetuously defies that law, and accidentally enters a chain of events that leads to the destruction of his colony's home, killing their Sunshine migration, and his separation from them.	79.13333333
A matchbook is a small cardboard container.	93.13333333
He excuses himself because he has to leave for rehearsal.	95.06666667
The body colour varies from medium brown to gold-ish (put in); and sometimes, is marked with dark brown spots, mostly on the limbs.	63.0
In 1990, she was the female entertainer allowed to perform.	83.4
Following the drummers are dancers, who often play the sogo (a small drum that makes almost no sound) and tend to have more elaborate -- even acrobatic -- choreography.	88.0
They are as tough as insect skeletons.	78.0
"Sons have ""Knacks"" () abilities, and Sons are both and."	35.46666666666667
Abi (played by Bolu Essien) had a difficult beginning at a top Lagos advertising agency. Despite this, she was promoted to become the temporary manager when the original manager had to go to a different branch.	100.0
The British decided to remove him and take the land by force.	98.8
In Marriages and Infidelities, Oates hints to novellas and short stories by earlier writers. She uses their titles or their themes and adapts them to fit with her artistic intentions.	95.33333333333333
The word dorsal means that ear structures are neither placed towards or grow off that side of an animal.	83.66666667
Railway Gazette International, a monthly business Journal covers the railway, Metro, light rail, and Tram Industries worldwide.	48.45
A fee is the price one pays for services, especially the honorarium paid to a doctor, lawyer, consultant, or other member of the government.	85.33333333
SummerSlam (2009) was a professional wrestling pay-per-view event produced by World Wrestling Entertainment (WWE), which will take place on August 23, 2009 at Staples Center in Los Angeles, California.	72.8
A Morning Consult poll in mid-November 2022 found that only 28% of Americans supported having an impeachment investigation or investigations into Hunter Biden's business dealings to be a top congressional priority, while more than half of Republicans said it was a top congressional priority.	93.0
The complainant claimed that he had not renounced his Nepali citizenship while being an American citizen, and Nepali law does not allow the provision of dual citizenship.	88.33333333333333
He came from a musical family. His mother, LaRue, was an assistant and singer, and his father, Keith Brion, was a band director at Yale University.	85.0
Winchester College’s architecture includes a variety of architectural styles. This reflects multiple periods of building from when the college was founded in 1382 way until its most recent extensions. This includes additions made during the medieval and Early Modern periods and a major expansion of accommodation in the Victorian era.	90.0
The UK’s Supreme Court will not simply let the Scottish government hold a second election to decide if Scotland will become separate from the UK. To hold such an election, the Scottish government will need the support of the British Government.	96.66666666666667
Alternative views on the subject have been proposed throughout the centuries( see below), but all were rejected by mainstream Christian bodies.	99.46666666666667
Schuschnigg immediately said that to the public reports of riots were false.	47.333333333333336
A mainly pure Iron-Nickel composition was observed by radar.	77.29411764705883
In 1963 an extension was added, curving north from Union station.	89.66666667
Defiantly, she promised to give up the, and never dared judges to sentence her to death.	11.266666666666667
The other set up cities on the Palos Verdes Peninsula include Rancho Palos Verdes, Rolling Hills Estates and Rolling Hills.	69.26666667
No Skater has completed a quadruple Axel in competition.	56.07142857142857
This was shown in the Miller-Urey experiment by Stanley L. Miller and Harold C in 1953.	89.06666667
Brighton is a city of Iowa in the United States.	81.6
"Republicans have blamed the increase in violent crime and homicides in 2020 on progressives and liberals. Biden previously rejected calls to "" defund the police "", a slogan supported by racial justice protesters."	100.0
The book A Wilder Life is divided into sections based on the season. It covers self-reliance, growing and gardening, cooking, health and beauty, and wilderness. It also has photos and illustrations of the outdoors.	93.0
Bone has published several books, notably Fantastic Fungi Community Cookbook (2021). This book includes recipes from wild mushroom foragers, mycologists, and chefs who specialize in mushroom-based dishes.	100.0
They can not participate fully until they are adults.	98.8
On the fifth day of flight, the Orion spaceship entered the Lunar sphere of influence. This means that the Moon's gravitational force could influence the spaceship more than the Earth's.	100.0
It is found in the region Pays de la location@4 in the Sarthe department in the west of France.	74.4
"This was the area east of the mouth of the Vistula River. It was later called ""the land of Prussia."""	23.733333333333334
This resulted and becoming countries.	5.0
This measure indicates how much of a particular drug or other substance (inhibitor) is needed to make a given biological process (or part of a process, i.e. an enzyme, cell receptor or microorganism) by half.	77.2
Outside observers and mediators think that this agreement is a step towards peace. However, they think that true peace has not been fully realized yet.	100.0
"The male den ""master"" will allow a male is the reason."	30.66666667
According to anonymous sources, FTX lent $10 billion of its customer’s money to Alameda Research in 2022. The Alameda CEO told her employees that she and the FTX leadership knew about the lending.	100.0
Unlike earlier major protests, which were violently quelled by Iran's government, the current protest, besides increased rights for women, has one main demand: the overthrowing of the Islamic Republic.	81.66666666666667
Messiaen died, and Yvonne Loriod became weak. He had advice from George Benjamin.	82.13333333
It has long been the financial centre in North Nigeria, and a centre for the production and export of peanuts.	93.86666667
A Wikipedia gadget is a Javascript and/ Snippet that can be made simply by checking an option in your Wikipedia preferences.	57.13333333333333
The same tram had derailed on 30 May 2006 at Starr Gate loop in past tests.	89.06666667
Iain grieve is a Rugby Union Back-Rower for Bristol Rugby.	71.93333333333334
The film has made more than $552 million at the box office and is currently the eighth most successful movie of 2022.	88.33333333333333
In the battle of July 29, the battle of Stiklestad (Norway): Olav Haraldsson Haraldsson (.),. Haraldsson (.),. Haraldsson (.),. Haraldsson (.),. Haraldsson (.),. (.),. (.), and is loses (..) (.),	66.46666666666667
Captain Caleb Holt (Kirk Cameron) is a Georgia firefighter and firmly believes in never leaving your partner behind.	78.3529411764706
The fourth ring is decorated with golden garlands.	97.06666667
In 1963 another part was added, that went north from Union station, below University Avenue and Queen's Park to near Bloor Street, where it turned west to end at St. George and Bloor Streets.	70.93333333
A town may be well known as a market town or as having market rights even if it no longer holds a market, as long as the right to do so there is still.	71.6
The man claimed that he had not given up his Nepali citizenship while being an American citizen. Nepali law does not allow people to have more than one nationality.	87.33333333333333
The last president to run after leaving office was Theodore Roosevelt, although Herbert Hoover did later seek the Republican presidential nomination in 1933.	91.66666666666667
He came from a family where his mom was a singer and administrative assistant and his dad a band director named Keith Brion at Yale.	79.06666666666666
Both small value Inductors and transistors can be built on integrated circuits.	96.33333333333333
The Grand Army of Napoleon at Ulm, inflicting Napoleon over 30,000 prisoners and reaping 10,000 deaths on the losers.	37.6
The Montreal Canadiens are an ice hockey team in Montreal, Quebec, Canada.	90.93333333
After another wave of missile strikes, blackouts have been reported in Western Ukraine including the city of Lviv which experienced a total blackout.	100.0
Salem is a city of Massachusetts in the United States.	91.26666667
In 1482 the Dominicans sent him to Florence, the city of his destiny '.	76.2
The movie stars Julie Ledru as Julia, a young woman living in social housing. She loves the sport of motocross and wants to learn how to do it, but her mother does n't want her to do it, so she tries to find a job that will let her do it, but it will cost a lot of money.	73.33333333333333
Both of the formed a group committed to contemporary music called new music Manchester.	99.4
On November 20, 2022, the Orion spacecraft started to be affected by the Moon's gravity more than Earth's. This happened at 19:09 UTC, after five days of flight.	100.0
Today, Landis' father has become a supporter of his son.	95.13333333
A tax is the price one pays as pay for services, such as the fee paid to a doctor, lawyer, consultant, or other member of a learned profession.	63.66666667
Corbin's business has grown beyond farming to include agritourism. This involves hosting weddings, corporate meetings, and a big holiday celebration open to visitors.	81.0
It is taken from voice of America.	66.66666666666667
According to anonymous sources, Sam Bankman-Fried, Gary Wang, Nishad Singh, and Alameda CEO Caroline Ellison knew that FTX had lent $10 billion of customer assets to Alameda Research.	87.66666666666667
The movie is about a family who spend months living in virtual isolation because their daughter Hélène has gotten pregnant after a one-night stand. After the baby is born, Hélène leaves the house to look for the father, but the family does not know if the father is the father of the baby or not.	100.0
After winning in 2019, his second term was marked by the COVID-19 pandemic and by tremendous instability, since his closest political friends, which he also endorsed, were corrupt.	88.33333333333333
Amazon Basin is the part of South America. It is made up of the Amazon River and the Amazon river.	31.666666666666668
Moderate to bad damage reached the Atlantic coastline and as far as West Virginia.	78.93333333
He is a member of Jungiery Boyband 183 club.	95.93333333333334
The polymer is most often epoxy, but other polymers such as Ester or nylon.	68.29411764705883
The mediators, as well as some observers, think that this agreement is a step towards peace, but that true peace has not yet to be fully realized.	87.66666666666667
The published the next year in a bookMicroeconomic Foundations of Employment and Inflation Theory by Phelps et al.	42.0
Russian forces have launched new cruise missile strikes, including in the city of Lviv, which has experienced a complete power cut. There are reports of widespread blackouts in Western Ukraine.	87.0
"The club said on social media that customers stopped the gunman, that it was "" devastated by the senseless attack on our community "", and that it offered condolences to the victims and their families."	89.66666666666667
"On 14 November, an interview with journalist Piers Morgan was published. In the interview, Ronaldo said that he felt "" betrayed "" by ten Hag and "" two or three others "" who wanted Ronaldo to leave the club."	87.33333333333333
Oregano is a vital element in Greek cuisine.	94.73333333
Today, Landis' father has become a trusted supporter of his son and representing himself as one of Floyd's biggest fans.	83.26666667
Events July 29, Battle of Stiklestad (Norway): Olav Haraldsson is killed in the Battle of Stiklestad, Norway.	54.2
The International fight League was billed as the world's first mixed martial arts (Mma) League.	91.35
So far the'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark, Chapman Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.	88.73333333
None contributors,,,, sponsors or administrators Vandals, anyone else connected,, can be for your use of the information or contained in linked.	25.2
The second authorized doctrine of the creed was to introduce the role of the Pope.	86.33333333
In December, 1967, ten boom was given the righteous among the nations award by Israel.	75.42857142857143
Reflection nebulae are usually blue because the scattering is more efficient for blue light than red.	89.2
The book features more than 200 new color photographs taken by the British architectural photographer Morley von Sternberg. It also includes older images of buildings that have been significantly altered or demolished.	100.0
Each entry has a datum a copy.	26.8
The blogger DJ Akademiks held a three hour stream to honor Takeoff, where he analyzed videos from the moment of Takeoff’s murder. He also said we have to fight violence in hip-hop, and that we should not copy rappers like YNW Melly and Tay-K, who were murderers.	100.0
Civil unrest in North Italy spawns the medieval musical form of Geisslerlieder, penitential songs sung by roaming bands of Flagellants.	74.2
A Mutant is a kind of made up character that is in marvel comic books.	85.13333333333334
When inaugurated in January 2023, she will become the first female Governor of Massachusetts as well as the first openly lesbian woman and third openly LGBT person to hold the office of governor of a U.S. state.	100.0
This resulted and becoming countries.	34.0
Print 2009.1 offers a USB driver to create a Live USB, where the user's setup and personal data can be saved if you want.	69.33333333
The Judiciary Committee does an investigative stage between the announcement of the nomination and the start of hearings. Committee members and their staffs get ready for the hearings by looking over the background of the nominees and relevant issues.	100.0
In Marriages and Infidelities, Oates uses many short stories and novellas by earlier writers. She uses their titles or their themes, and changes them to fit her own ideas of what is important.	91.66666666666667
He left him because he has to leave for viola, and he and Dr. Schön leave.	37.0
The ship is made up of two main parts: the NASA Cassini probe, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA's Huygens probe, named after the Dutch astronomer, math and physics Christiaan Huygens.	71.2
Previous protests in Iran had been about election results and economic troubles, and the government had responded violently. Now, protesters want more rights for women, but their main goal is to end the Islamic Republic.	67.66666666666667
Montenegro and Serbia became independent countries.	20.9
Robinson came back to West Point in 1972 to serve as the 3rd Regimental Tactical officer. He had to develop and train cadets.	100.0
There is general agreement among the mediators that this agreement is a step towards peace. However, there is also agreement that true peace has not yet been realized.	100.0
The Prime Minister stays in office only as long as he or she has the support of the lower house.	98.86666667
Santa Maria Maggiore (St. Mary the Greater), the earliest church in Assisi.	65.86666667
The called for the resignation of the governments of Thaksin Shinawatra, Samak Sundaravej and Somchai Wongsawat. Supporters accused of being proxies for yellow.	53.13333333
The first film adaptation took several liberties with the original book, rewriting the character of Gary, replacing Seberg with a new actress, and refocusing the film as a horror movie based on the canine. However, director Barbeau-Lavalette stayed truer to the source material.	96.66666666666667
Moderate to severe damage extended up the Atlantic coast, and as far away as West Virginia.	55.1875
The device can be designed and used.	78.66666667
Prospectors from California, Europe and China were also digging along the Peel River.	96.13333333
He left a detachment of 11,000 troops to take over the new region.	88.6
Because most buildings in the area were rebuilt after 1999, this earthquake doesn’t have much impact.	100.0
These missions will try to bring people back to the Moon. They will also show new technologies and ways to do science, so that people can find out if they can go to Mars.	100.0
A bastion in the east nears was built at a later date.	75.86666667
"The Captain Caleb Holt (Kirk Cameron) is a firefighter in Albany, Georgia and firmly keeps the cardinal rule of all firemen, ""Never leave your partner behind""."	80.93333333
Others have theorized that Tresca was ruled out by the NKVD as revenge for criticism of the Stalin regime of the Soviet Union.	79.46666667
